CMDLINE C:\Users\xener\AppData\Local\Programs\Python\Python38\python.exe init.py
MEM 76.531250 1591523253.8856
MEM 76.531250 1591523253.9856
MEM 76.531250 1591523254.0857
MEM 76.531250 1591523254.1857
MEM 76.531250 1591523254.2857
MEM 76.531250 1591523254.3857
MEM 76.531250 1591523254.4858
MEM 76.531250 1591523254.5858
MEM 76.531250 1591523254.6858
MEM 76.531250 1591523254.7858
MEM 76.531250 1591523254.8859
MEM 76.531250 1591523254.9859
MEM 76.531250 1591523255.0859
MEM 76.531250 1591523255.1859
MEM 76.531250 1591523255.2859
MEM 76.531250 1591523255.3860
MEM 76.531250 1591523255.4860
MEM 76.531250 1591523255.5860
MEM 76.531250 1591523255.6860
MEM 76.531250 1591523255.7861
MEM 76.531250 1591523255.8861
MEM 76.703125 1591523255.9861
MEM 76.710938 1591523256.0861
MEM 76.710938 1591523256.1862
MEM 77.460938 1591523256.2867
MEM 77.460938 1591523256.3867
MEM 77.460938 1591523256.4867
MEM 77.480469 1591523256.5868
MEM 77.480469 1591523256.6877
MEM 77.480469 1591523256.7877
MEM 77.480469 1591523256.8887
MEM 77.480469 1591523256.9887
MEM 77.480469 1591523257.0888
MEM 77.480469 1591523257.1888
MEM 77.480469 1591523257.2897
MEM 77.480469 1591523257.3897
MEM 77.480469 1591523257.4897
MEM 77.480469 1591523257.5898
MEM 77.480469 1591523257.6898
MEM 77.480469 1591523257.7907
MEM 77.480469 1591523257.8907
MEM 77.480469 1591523257.9917
MEM 77.480469 1591523258.0917
MEM 77.480469 1591523258.1917
MEM 77.480469 1591523258.2927
MEM 77.480469 1591523258.3927
MEM 77.480469 1591523258.4927
MEM 77.480469 1591523258.5928
MEM 77.480469 1591523258.6937
MEM 77.488281 1591523258.7938
MEM 77.488281 1591523258.8938
MEM 77.488281 1591523258.9938
MEM 77.488281 1591523259.0938
MEM 77.488281 1591523259.1939
MEM 77.488281 1591523259.2939
MEM 77.488281 1591523259.3939
MEM 77.488281 1591523259.4939
MEM 77.488281 1591523259.5939
MEM 77.488281 1591523259.6940
MEM 77.488281 1591523259.7940
MEM 77.488281 1591523259.8940
MEM 77.488281 1591523259.9940
MEM 77.488281 1591523260.0940
MEM 77.488281 1591523260.1941
MEM 77.488281 1591523260.2941
MEM 77.488281 1591523260.3941
MEM 77.488281 1591523260.4941
MEM 77.488281 1591523260.5942
MEM 77.488281 1591523260.6942
MEM 77.488281 1591523260.7942
MEM 77.488281 1591523260.8942
MEM 77.488281 1591523260.9942
MEM 77.488281 1591523261.0943
MEM 77.488281 1591523261.1943
MEM 77.488281 1591523261.2943
MEM 77.488281 1591523261.3943
MEM 77.488281 1591523261.4944
MEM 77.488281 1591523261.5944
MEM 77.488281 1591523261.6944
MEM 77.488281 1591523261.7944
MEM 77.488281 1591523261.8945
MEM 77.488281 1591523261.9945
MEM 77.488281 1591523262.0945
MEM 77.488281 1591523262.1945
MEM 77.488281 1591523262.2945
MEM 77.488281 1591523262.3946
MEM 77.488281 1591523262.4946
MEM 77.488281 1591523262.5946
MEM 77.488281 1591523262.6946
MEM 77.488281 1591523262.7947
MEM 77.488281 1591523262.8947
MEM 77.488281 1591523262.9947
MEM 77.488281 1591523263.0947
MEM 77.488281 1591523263.1947
MEM 77.488281 1591523263.2948
MEM 77.488281 1591523263.3948
MEM 77.488281 1591523263.4948
MEM 77.488281 1591523263.5948
MEM 77.488281 1591523263.6949
MEM 77.488281 1591523263.7949
MEM 77.488281 1591523263.8949
MEM 77.488281 1591523263.9949
MEM 77.488281 1591523264.0949
MEM 77.488281 1591523264.1950
MEM 77.488281 1591523264.2950
MEM 77.488281 1591523264.3950
MEM 77.488281 1591523264.4950
MEM 77.488281 1591523264.5951
MEM 77.488281 1591523264.6951
MEM 77.488281 1591523264.7951
MEM 77.488281 1591523264.8951
MEM 77.488281 1591523264.9951
MEM 77.488281 1591523265.0952
MEM 77.488281 1591523265.1952
MEM 77.488281 1591523265.2952
MEM 77.488281 1591523265.3952
MEM 77.488281 1591523265.4953
MEM 77.488281 1591523265.5953
MEM 77.488281 1591523265.6953
MEM 77.488281 1591523265.7953
MEM 77.488281 1591523265.8954
MEM 77.488281 1591523265.9954
MEM 77.488281 1591523266.0954
MEM 77.488281 1591523266.1954
MEM 77.488281 1591523266.2954
MEM 77.488281 1591523266.3955
MEM 77.488281 1591523266.4955
MEM 77.488281 1591523266.5955
MEM 77.488281 1591523266.6955
MEM 77.488281 1591523266.7956
MEM 77.488281 1591523266.8956
MEM 77.488281 1591523266.9956
MEM 77.488281 1591523267.0956
MEM 77.488281 1591523267.1956
MEM 77.488281 1591523267.2957
MEM 77.488281 1591523267.3957
MEM 77.488281 1591523267.4957
MEM 77.488281 1591523267.5957
MEM 77.488281 1591523267.6958
MEM 77.488281 1591523267.7958
MEM 77.488281 1591523267.8958
MEM 77.488281 1591523267.9958
MEM 77.488281 1591523268.0958
MEM 77.488281 1591523268.1959
MEM 77.488281 1591523268.2959
MEM 77.488281 1591523268.3959
MEM 77.488281 1591523268.4959
MEM 77.488281 1591523268.5960
MEM 77.488281 1591523268.6961
MEM 77.488281 1591523268.7970
MEM 77.488281 1591523268.8970
MEM 77.488281 1591523268.9971
MEM 77.488281 1591523269.0971
MEM 77.488281 1591523269.1971
MEM 77.488281 1591523269.2971
MEM 77.488281 1591523269.3971
MEM 77.488281 1591523269.4972
MEM 77.488281 1591523269.5972
MEM 77.488281 1591523269.6972
MEM 77.488281 1591523269.7972
MEM 77.488281 1591523269.8973
MEM 77.488281 1591523269.9973
MEM 77.488281 1591523270.0973
MEM 77.488281 1591523270.1973
MEM 77.488281 1591523270.2973
MEM 77.488281 1591523270.3974
MEM 78.089844 1591523270.4974
MEM 79.515625 1591523270.5974
MEM 87.015625 1591523270.6974
MEM 90.507812 1591523270.7975
MEM 91.976562 1591523270.8975
MEM 92.144531 1591523270.9975
MEM 92.253906 1591523271.0975
MEM 92.253906 1591523271.1975
MEM 80.238281 1591523271.2976
MEM 104.265625 1591523271.3976
MEM 94.390625 1591523271.4976
MEM 91.683594 1591523271.5976
MEM 81.355469 1591523271.6977
MEM 81.355469 1591523271.7977
MEM 81.355469 1591523271.8977
MEM 81.355469 1591523271.9977
MEM 81.359375 1591523272.0977
MEM 81.359375 1591523272.1978
MEM 81.359375 1591523272.2978
MEM 81.359375 1591523272.3978
MEM 81.359375 1591523272.4978
MEM 81.359375 1591523272.5979
MEM 81.359375 1591523272.6979
MEM 81.367188 1591523272.7979
MEM 81.367188 1591523272.8979
MEM 81.367188 1591523272.9979
MEM 81.367188 1591523273.0980
MEM 81.367188 1591523273.1980
MEM 81.367188 1591523273.2980
MEM 81.367188 1591523273.3980
MEM 81.367188 1591523273.4981
MEM 81.367188 1591523273.5981
MEM 81.367188 1591523273.6981
MEM 81.367188 1591523273.7981
MEM 81.367188 1591523273.8982
MEM 81.367188 1591523273.9982
MEM 81.367188 1591523274.0982
MEM 81.367188 1591523274.1982
MEM 81.367188 1591523274.2982
MEM 81.367188 1591523274.3983
MEM 81.367188 1591523274.4983
MEM 81.367188 1591523274.5983
MEM 81.367188 1591523274.6983
MEM 81.367188 1591523274.7984
MEM 81.367188 1591523274.8984
MEM 81.367188 1591523274.9984
MEM 81.367188 1591523275.0984
MEM 81.367188 1591523275.1984
MEM 81.367188 1591523275.2985
MEM 81.367188 1591523275.3985
MEM 81.367188 1591523275.4985
MEM 81.367188 1591523275.5985
MEM 81.367188 1591523275.6986
MEM 81.367188 1591523275.7986
MEM 81.367188 1591523275.8986
MEM 81.367188 1591523275.9986
MEM 81.367188 1591523276.0987
MEM 81.367188 1591523276.1987
MEM 81.367188 1591523276.2987
MEM 81.367188 1591523276.3987
MEM 81.367188 1591523276.4988
MEM 81.367188 1591523276.5988
MEM 81.367188 1591523276.6988
MEM 81.367188 1591523276.7988
MEM 81.367188 1591523276.8988
MEM 81.394531 1591523276.9989
MEM 81.394531 1591523277.0989
MEM 81.394531 1591523277.1989
MEM 81.394531 1591523277.2989
MEM 81.394531 1591523277.3990
MEM 81.394531 1591523277.4990
MEM 81.394531 1591523277.5990
MEM 81.394531 1591523277.6990
MEM 81.394531 1591523277.7990
MEM 81.394531 1591523277.8991
MEM 81.394531 1591523277.9991
MEM 81.394531 1591523278.0991
MEM 81.394531 1591523278.1991
MEM 81.394531 1591523278.2992
MEM 81.394531 1591523278.3992
MEM 81.394531 1591523278.4992
MEM 81.394531 1591523278.5992
MEM 81.394531 1591523278.6992
MEM 81.394531 1591523278.7993
MEM 81.394531 1591523278.8993
MEM 81.394531 1591523278.9993
MEM 81.394531 1591523279.0993
MEM 81.394531 1591523279.1994
MEM 81.394531 1591523279.2994
MEM 81.394531 1591523279.3994
MEM 81.394531 1591523279.4994
MEM 81.394531 1591523279.5994
MEM 81.394531 1591523279.6995
MEM 81.394531 1591523279.7995
MEM 81.394531 1591523279.8995
MEM 81.394531 1591523279.9995
MEM 81.394531 1591523280.0996
MEM 81.394531 1591523280.1996
MEM 81.394531 1591523280.2996
MEM 81.394531 1591523280.3996
MEM 81.394531 1591523280.4997
MEM 81.394531 1591523280.5997
MEM 81.394531 1591523280.6997
MEM 81.394531 1591523280.7997
MEM 81.394531 1591523280.8997
MEM 81.394531 1591523280.9998
MEM 81.394531 1591523281.0998
MEM 81.394531 1591523281.1998
MEM 81.394531 1591523281.2998
MEM 81.394531 1591523281.3999
MEM 81.394531 1591523281.4999
MEM 81.394531 1591523281.5999
MEM 81.394531 1591523281.6999
MEM 81.394531 1591523281.7999
MEM 81.394531 1591523281.9000
MEM 81.394531 1591523282.0000
MEM 81.394531 1591523282.1000
MEM 81.394531 1591523282.2000
MEM 81.394531 1591523282.3001
MEM 81.394531 1591523282.4001
MEM 81.394531 1591523282.5001
MEM 81.394531 1591523282.6001
MEM 81.394531 1591523282.7001
MEM 81.394531 1591523282.8002
MEM 81.394531 1591523282.9002
MEM 81.394531 1591523283.0002
MEM 81.394531 1591523283.1002
MEM 81.394531 1591523283.2003
MEM 81.394531 1591523283.3003
MEM 81.394531 1591523283.4003
MEM 81.394531 1591523283.5003
MEM 81.394531 1591523283.6003
MEM 81.394531 1591523283.7004
MEM 81.394531 1591523283.8004
MEM 81.394531 1591523283.9004
MEM 81.394531 1591523284.0004
MEM 81.394531 1591523284.1005
MEM 81.394531 1591523284.2005
MEM 81.394531 1591523284.3005
MEM 81.394531 1591523284.4005
MEM 81.394531 1591523284.5005
MEM 81.394531 1591523284.6006
MEM 81.394531 1591523284.7006
MEM 81.394531 1591523284.8006
MEM 81.394531 1591523284.9006
MEM 81.394531 1591523285.0007
MEM 81.394531 1591523285.1007
MEM 81.394531 1591523285.2007
MEM 81.394531 1591523285.3007
MEM 81.394531 1591523285.4008
MEM 81.394531 1591523285.5008
MEM 81.394531 1591523285.6008
MEM 81.394531 1591523285.7008
MEM 81.394531 1591523285.8008
MEM 81.394531 1591523285.9009
MEM 81.394531 1591523286.0009
MEM 81.394531 1591523286.1009
MEM 81.394531 1591523286.2009
MEM 81.394531 1591523286.3010
MEM 81.394531 1591523286.4010
MEM 81.394531 1591523286.5010
MEM 81.394531 1591523286.6010
MEM 81.394531 1591523286.7010
MEM 81.394531 1591523286.8011
MEM 81.394531 1591523286.9011
MEM 81.394531 1591523287.0011
MEM 81.394531 1591523287.1011
MEM 81.394531 1591523287.2012
MEM 81.394531 1591523287.3012
MEM 81.394531 1591523287.4012
MEM 81.394531 1591523287.5012
MEM 81.394531 1591523287.6012
MEM 81.394531 1591523287.7013
MEM 81.394531 1591523287.8013
MEM 81.394531 1591523287.9013
MEM 81.394531 1591523288.0013
MEM 81.394531 1591523288.1014
MEM 81.394531 1591523288.2014
MEM 81.394531 1591523288.3014
MEM 81.394531 1591523288.4014
MEM 81.394531 1591523288.5014
MEM 81.394531 1591523288.6015
MEM 81.394531 1591523288.7015
MEM 81.394531 1591523288.8015
MEM 81.394531 1591523288.9015
MEM 81.394531 1591523289.0016
MEM 81.394531 1591523289.1016
MEM 81.394531 1591523289.2016
MEM 81.394531 1591523289.3016
MEM 81.394531 1591523289.4017
MEM 81.394531 1591523289.5022
MEM 81.394531 1591523289.6022
MEM 81.394531 1591523289.7022
MEM 81.394531 1591523289.8026
MEM 81.394531 1591523289.9031
MEM 81.394531 1591523290.0032
MEM 81.394531 1591523290.1032
MEM 81.394531 1591523290.2032
MEM 81.394531 1591523290.3032
MEM 81.394531 1591523290.4032
MEM 81.394531 1591523290.5033
MEM 81.394531 1591523290.6033
MEM 81.394531 1591523290.7033
MEM 81.394531 1591523290.8033
MEM 81.394531 1591523290.9033
MEM 81.394531 1591523291.0034
MEM 81.394531 1591523291.1034
MEM 81.394531 1591523291.2034
MEM 81.394531 1591523291.3034
MEM 81.394531 1591523291.4035
MEM 81.394531 1591523291.5035
MEM 81.394531 1591523291.6035
MEM 81.394531 1591523291.7035
MEM 81.394531 1591523291.8036
MEM 81.394531 1591523291.9036
MEM 81.394531 1591523292.0036
MEM 81.394531 1591523292.1036
MEM 81.394531 1591523292.2036
MEM 81.394531 1591523292.3037
MEM 81.394531 1591523292.4037
MEM 81.394531 1591523292.5037
MEM 81.394531 1591523292.6037
MEM 81.394531 1591523292.7038
MEM 81.394531 1591523292.8038
MEM 81.398438 1591523292.9038
MEM 81.398438 1591523293.0038
MEM 81.398438 1591523293.1038
MEM 81.398438 1591523293.2039
MEM 81.398438 1591523293.3039
MEM 81.398438 1591523293.4039
MEM 81.398438 1591523293.5039
MEM 81.398438 1591523293.6040
MEM 81.398438 1591523293.7040
MEM 81.398438 1591523293.8040
MEM 81.398438 1591523293.9040
MEM 81.398438 1591523294.0040
MEM 81.398438 1591523294.1041
MEM 81.398438 1591523294.2041
MEM 81.398438 1591523294.3041
MEM 81.398438 1591523294.4041
MEM 81.398438 1591523294.5042
MEM 81.398438 1591523294.6051
MEM 81.398438 1591523294.7051
MEM 81.398438 1591523294.8051
MEM 81.398438 1591523294.9052
MEM 81.398438 1591523295.0052
MEM 81.398438 1591523295.1052
MEM 81.398438 1591523295.2052
MEM 81.398438 1591523295.3054
MEM 81.398438 1591523295.4057
MEM 81.398438 1591523295.5057
MEM 81.398438 1591523295.6067
MEM 81.398438 1591523295.7067
MEM 81.398438 1591523295.8067
MEM 81.398438 1591523295.9071
MEM 81.398438 1591523296.0071
MEM 81.398438 1591523296.1072
MEM 81.398438 1591523296.2072
MEM 81.398438 1591523296.3072
MEM 81.398438 1591523296.4072
MEM 81.398438 1591523296.5073
MEM 81.398438 1591523296.6073
MEM 81.398438 1591523296.7073
MEM 81.398438 1591523296.8073
MEM 81.398438 1591523296.9075
MEM 81.398438 1591523297.0084
MEM 81.398438 1591523297.1084
MEM 81.398438 1591523297.2084
MEM 81.398438 1591523297.3084
MEM 81.398438 1591523297.4085
MEM 81.398438 1591523297.5085
MEM 81.398438 1591523297.6085
MEM 81.398438 1591523297.7085
MEM 81.398438 1591523297.8085
MEM 81.398438 1591523297.9086
MEM 81.398438 1591523298.0086
MEM 81.398438 1591523298.1086
MEM 81.398438 1591523298.2086
MEM 81.398438 1591523298.3087
MEM 81.398438 1591523298.4087
MEM 81.398438 1591523298.5087
MEM 81.398438 1591523298.6087
MEM 81.398438 1591523298.7088
MEM 81.398438 1591523298.8088
MEM 81.398438 1591523298.9088
MEM 81.398438 1591523299.0088
MEM 81.398438 1591523299.1089
MEM 81.398438 1591523299.2089
MEM 81.398438 1591523299.3089
MEM 81.398438 1591523299.4089
MEM 81.398438 1591523299.5089
MEM 81.398438 1591523299.6090
MEM 81.398438 1591523299.7090
MEM 81.398438 1591523299.8090
MEM 81.398438 1591523299.9090
MEM 81.398438 1591523300.0091
MEM 81.398438 1591523300.1091
MEM 81.398438 1591523300.2091
MEM 81.398438 1591523300.3091
MEM 81.398438 1591523300.4091
MEM 81.398438 1591523300.5092
MEM 81.398438 1591523300.6092
MEM 81.398438 1591523300.7092
MEM 80.898438 1591523300.8092
MEM 80.898438 1591523300.9093
MEM 80.898438 1591523301.0093
MEM 80.898438 1591523301.1095
MEM 80.898438 1591523301.2095
MEM 80.898438 1591523301.3095
MEM 80.898438 1591523301.4095
MEM 80.898438 1591523301.5096
MEM 80.898438 1591523301.6096
MEM 80.898438 1591523301.7096
MEM 80.898438 1591523301.8096
MEM 80.898438 1591523301.9097
MEM 80.898438 1591523302.0097
MEM 80.898438 1591523302.1097
MEM 80.898438 1591523302.2097
MEM 80.898438 1591523302.3097
MEM 80.898438 1591523302.4098
MEM 80.898438 1591523302.5098
MEM 80.898438 1591523302.6098
MEM 80.898438 1591523302.7098
MEM 80.898438 1591523302.8099
MEM 80.898438 1591523302.9099
MEM 80.898438 1591523303.0099
MEM 80.898438 1591523303.1099
MEM 80.898438 1591523303.2099
MEM 80.898438 1591523303.3100
MEM 80.898438 1591523303.4100
MEM 80.898438 1591523303.5100
MEM 80.898438 1591523303.6100
MEM 80.898438 1591523303.7101
MEM 80.898438 1591523303.8101
MEM 80.898438 1591523303.9101
MEM 80.898438 1591523304.0101
MEM 80.898438 1591523304.1102
MEM 80.898438 1591523304.2102
MEM 80.898438 1591523304.3102
MEM 80.898438 1591523304.4102
MEM 80.898438 1591523304.5102
MEM 80.898438 1591523304.6103
MEM 80.898438 1591523304.7103
MEM 80.898438 1591523304.8103
MEM 80.898438 1591523304.9103
MEM 80.898438 1591523305.0103
MEM 80.898438 1591523305.1104
MEM 80.898438 1591523305.2104
MEM 80.898438 1591523305.3104
MEM 80.898438 1591523305.4104
MEM 80.898438 1591523305.5105
MEM 80.898438 1591523305.6105
MEM 80.898438 1591523305.7105
MEM 80.898438 1591523305.8105
MEM 80.898438 1591523305.9105
MEM 80.898438 1591523306.0106
MEM 80.898438 1591523306.1106
MEM 80.898438 1591523306.2106
MEM 80.898438 1591523306.3106
MEM 80.898438 1591523306.4107
MEM 80.898438 1591523306.5107
MEM 80.898438 1591523306.6107
MEM 80.898438 1591523306.7107
MEM 80.898438 1591523306.8108
MEM 80.843750 1591523306.9108
MEM 80.843750 1591523307.0108
MEM 80.843750 1591523307.1108
MEM 80.843750 1591523307.2108
MEM 80.843750 1591523307.3109
MEM 80.843750 1591523307.4109
MEM 80.843750 1591523307.5109
MEM 80.843750 1591523307.6109
MEM 80.843750 1591523307.7110
MEM 80.843750 1591523307.8110
MEM 80.843750 1591523307.9110
MEM 80.843750 1591523308.0110
MEM 80.843750 1591523308.1110
MEM 80.843750 1591523308.2111
MEM 80.843750 1591523308.3111
MEM 80.843750 1591523308.4111
MEM 80.843750 1591523308.5111
MEM 80.843750 1591523308.6112
MEM 80.843750 1591523308.7112
MEM 80.843750 1591523308.8112
MEM 80.843750 1591523308.9112
MEM 80.843750 1591523309.0112
MEM 80.843750 1591523309.1113
MEM 80.843750 1591523309.2113
MEM 80.843750 1591523309.3113
MEM 80.843750 1591523309.4113
MEM 80.843750 1591523309.5114
MEM 80.843750 1591523309.6114
MEM 80.843750 1591523309.7114
MEM 80.843750 1591523309.8114
MEM 80.843750 1591523309.9115
MEM 80.843750 1591523310.0115
MEM 80.843750 1591523310.1115
MEM 80.843750 1591523310.2115
MEM 80.843750 1591523310.3115
MEM 80.843750 1591523310.4116
MEM 80.843750 1591523310.5116
MEM 80.843750 1591523310.6116
MEM 80.843750 1591523310.7116
MEM 80.843750 1591523310.8117
MEM 80.843750 1591523310.9117
MEM 80.843750 1591523311.0117
MEM 80.843750 1591523311.1117
MEM 80.843750 1591523311.2117
MEM 80.843750 1591523311.3118
MEM 80.843750 1591523311.4118
MEM 80.843750 1591523311.5118
MEM 80.843750 1591523311.6118
MEM 80.843750 1591523311.7119
MEM 80.843750 1591523311.8119
MEM 80.843750 1591523311.9119
MEM 80.843750 1591523312.0119
MEM 80.851562 1591523312.1120
MEM 80.855469 1591523312.2120
MEM 80.855469 1591523312.3120
MEM 80.855469 1591523312.4120
MEM 80.863281 1591523312.5120
MEM 80.863281 1591523312.6121
MEM 80.863281 1591523312.7121
MEM 80.863281 1591523312.8121
MEM 80.863281 1591523312.9122
MEM 80.863281 1591523313.0122
MEM 80.863281 1591523313.1122
MEM 80.863281 1591523313.2122
MEM 80.863281 1591523313.3122
MEM 80.863281 1591523313.4123
MEM 80.863281 1591523313.5123
MEM 80.863281 1591523313.6123
MEM 80.863281 1591523313.7123
MEM 80.863281 1591523313.8123
MEM 80.863281 1591523313.9124
MEM 80.863281 1591523314.0124
MEM 80.863281 1591523314.1124
MEM 80.863281 1591523314.2124
MEM 80.863281 1591523314.3125
MEM 80.863281 1591523314.4125
MEM 80.863281 1591523314.5125
MEM 80.863281 1591523314.6125
MEM 80.863281 1591523314.7125
MEM 80.863281 1591523314.8126
MEM 80.863281 1591523314.9126
MEM 80.863281 1591523315.0126
MEM 80.863281 1591523315.1126
MEM 80.863281 1591523315.2127
MEM 80.863281 1591523315.3127
MEM 80.863281 1591523315.4127
MEM 80.863281 1591523315.5127
MEM 80.863281 1591523315.6128
MEM 80.863281 1591523315.7128
MEM 80.863281 1591523315.8128
MEM 80.863281 1591523315.9128
MEM 80.863281 1591523316.0128
MEM 80.863281 1591523316.1129
MEM 80.863281 1591523316.2129
MEM 80.863281 1591523316.3129
MEM 80.863281 1591523316.4129
MEM 80.863281 1591523316.5130
MEM 80.867188 1591523316.6130
MEM 80.867188 1591523316.7130
MEM 80.875000 1591523316.8130
MEM 80.738281 1591523316.9130
MEM 80.738281 1591523317.0131
MEM 80.738281 1591523317.1131
MEM 80.738281 1591523317.2131
MEM 80.738281 1591523317.3131
MEM 80.738281 1591523317.4132
MEM 80.738281 1591523317.5132
MEM 80.738281 1591523317.6132
MEM 80.738281 1591523317.7132
MEM 80.738281 1591523317.8132
MEM 80.738281 1591523317.9133
MEM 80.738281 1591523318.0133
MEM 80.738281 1591523318.1133
MEM 80.738281 1591523318.2133
MEM 80.738281 1591523318.3134
MEM 80.738281 1591523318.4134
MEM 80.738281 1591523318.5134
MEM 80.738281 1591523318.6134
MEM 80.738281 1591523318.7134
MEM 80.738281 1591523318.8135
MEM 80.738281 1591523318.9140
MEM 80.738281 1591523319.0140
MEM 80.738281 1591523319.1140
MEM 80.738281 1591523319.2141
MEM 80.738281 1591523319.3141
MEM 80.746094 1591523319.4141
MEM 80.746094 1591523319.5141
MEM 80.746094 1591523319.6142
MEM 80.746094 1591523319.7142
MEM 80.746094 1591523319.8142
MEM 80.746094 1591523319.9142
MEM 80.746094 1591523320.0142
MEM 80.746094 1591523320.1143
MEM 80.746094 1591523320.2151
MEM 80.746094 1591523320.3151
MEM 80.746094 1591523320.4152
MEM 80.746094 1591523320.5152
MEM 80.746094 1591523320.6152
MEM 80.746094 1591523320.7152
MEM 80.746094 1591523320.8152
MEM 80.746094 1591523320.9153
MEM 80.746094 1591523321.0153
MEM 80.746094 1591523321.1153
MEM 80.765625 1591523321.2160
MEM 80.765625 1591523321.3160
MEM 80.765625 1591523321.4160
MEM 80.769531 1591523321.5161
MEM 80.769531 1591523321.6161
MEM 80.769531 1591523321.7161
MEM 80.769531 1591523321.8161
MEM 80.769531 1591523321.9161
MEM 80.769531 1591523322.0162
MEM 80.769531 1591523322.1162
MEM 80.769531 1591523322.2162
MEM 80.769531 1591523322.3162
MEM 80.769531 1591523322.4163
MEM 80.769531 1591523322.5163
MEM 80.769531 1591523322.6163
MEM 80.769531 1591523322.7163
MEM 80.769531 1591523322.8163
MEM 80.769531 1591523322.9164
MEM 80.769531 1591523323.0164
MEM 80.769531 1591523323.1164
MEM 80.769531 1591523323.2164
MEM 80.769531 1591523323.3165
MEM 80.769531 1591523323.4165
MEM 80.769531 1591523323.5165
MEM 80.769531 1591523323.6165
MEM 80.769531 1591523323.7166
MEM 80.769531 1591523323.8166
MEM 80.769531 1591523323.9166
MEM 80.769531 1591523324.0166
MEM 80.769531 1591523324.1166
MEM 80.769531 1591523324.2167
MEM 80.769531 1591523324.3167
MEM 80.769531 1591523324.4167
MEM 80.769531 1591523324.5167
MEM 80.769531 1591523324.6168
MEM 80.769531 1591523324.7168
MEM 80.769531 1591523324.8168
MEM 80.769531 1591523324.9168
MEM 80.769531 1591523325.0168
MEM 80.769531 1591523325.1169
MEM 80.769531 1591523325.2169
MEM 80.769531 1591523325.3169
MEM 80.769531 1591523325.4169
MEM 80.769531 1591523325.5170
MEM 80.769531 1591523325.6170
MEM 80.769531 1591523325.7170
MEM 80.769531 1591523325.8170
MEM 80.769531 1591523325.9170
MEM 80.769531 1591523326.0171
MEM 80.769531 1591523326.1171
MEM 80.769531 1591523326.2171
MEM 80.769531 1591523326.3171
MEM 80.769531 1591523326.4172
MEM 80.769531 1591523326.5172
MEM 80.769531 1591523326.6172
MEM 80.769531 1591523326.7172
MEM 80.769531 1591523326.8173
MEM 80.769531 1591523326.9173
MEM 80.769531 1591523327.0181
MEM 80.769531 1591523327.1181
MEM 80.769531 1591523327.2181
MEM 80.769531 1591523327.3182
MEM 80.769531 1591523327.4182
MEM 80.769531 1591523327.5182
MEM 80.769531 1591523327.6182
MEM 80.769531 1591523327.7183
MEM 80.769531 1591523327.8183
MEM 80.769531 1591523327.9192
MEM 80.769531 1591523328.0201
MEM 80.769531 1591523328.1202
MEM 80.769531 1591523328.2211
MEM 80.769531 1591523328.3212
MEM 80.828125 1591523328.4221
MEM 80.828125 1591523328.5222
MEM 80.828125 1591523328.6222
